,created_at,id,text
7,2022-03-31T13:49:32.000Z,1509528321222078467,Lady Gaga is all of us with #CaitlynJenner #LadyGaga #TheOscars #Oscars #Oscars2022 #TheOscars2022
8,2022-03-31T13:49:09.000Z,1509528225537748994,How long would my timeline and newsfeed fill with the topic of #Oscars2022 #WillSmith #WWSmackDown #ChrisRock ? Asking for a friend 🙄🙄🙄
9,2022-03-31T13:48:59.000Z,1509528184068354049,#Oscars2022  itll now be called #RockPaperSmith i picked #Smith it beats Your #Rock lol sorry its funny and absurd
10,2022-03-31T13:48:49.000Z,1509528141231910912,"Ricky joked this week that he may name his new tour after the condition, saying: 'This new material is going to be for my new show called Armageddon. I might change that to Alopecia.' 😂😂😂 #funny #quotes #RickyGervais #WillSmith #Oscars #Oscars2022 #Legend #comedian #ChrisRock"
11,2022-03-31T13:48:25.000Z,1509528043433332740,Many years of cover ups 🫣🫣in #Hollywood but a visual #WilllSmith #SlapChrisRock supposedly is worse than #discrimination #AbuseOfPower #MeToo #HarveyWeinstein #Oscars2022
12,2022-03-31T13:48:06.000Z,1509527962843975693,@SIPHERxyz Dont you ever dare to say that $SIPHER token will not 10x close to the game release! And keep this coin’s name out of your mouth if you try to fud! #Oscars2022 #Sipher
13,2022-03-31T13:44:16.000Z,1509526997642334218,"We should start a go fund me called “slap will smith “ if you see him slap the fire out of him, video it and people donate every time he gets slapped to whatever charity and also your legal expenses. 
 *Only celebrities get away with assault.
#IStandWithChrisRock 
#Oscars2022"
14,2022-03-31T13:43:30.000Z,1509526806319222790,"@ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
15,2022-03-31T13:42:05.000Z,1509526448524210176,"@KriptoMikrofon @0xPolygon @solid__network #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
16,2022-03-31T13:41:34.000Z,1509526316000837640,"So if you've watch the slap that everyone has been talking bout, and you come to the conclusion that @willsmith actually hit @chrisrock your part of the problem in this world. Sheep tend to follow
So again look wit your eyes not your thoughts and fingers 
#Oscars2022"
17,2022-03-31T13:40:52.000Z,1509526141438238722,"@zoroinuturkiye @bitgetglobal #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
18,2022-03-31T13:40:27.000Z,1509526035569815557,"@ZoroTokenBurn @binance @ToniKroos @realmadrid @ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
19,2022-03-31T13:40:04.000Z,1509525939645992962,"@fatmadiyin @ictasarimlar #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
20,2022-03-31T13:39:59.000Z,1509525917751816200,"@kucoincom @Conflux_Network #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
21,2022-03-31T13:39:36.000Z,1509525824558575616,"@chrisniel1018 @ZoroTokenBurn @ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
22,2022-03-31T13:39:28.000Z,1509525789322137601,"@ZoroTokenBurn @ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
23,2022-03-31T13:39:19.000Z,1509525752680697856,"@Sofiaan @elonmusk @Tesla #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
24,2022-03-31T13:39:13.000Z,1509525728160796674,"@CryptoTownEU #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
25,2022-03-31T13:39:05.000Z,1509525691938783237,"@OuterRingMMO @HuobiGlobal #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
26,2022-03-31T13:38:58.000Z,1509525665023995906,"@bitgetglobal #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
27,2022-03-31T13:38:45.000Z,1509525608849674241,"@HuobiFutures_ @Stepnofficial #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
28,2022-03-31T13:38:38.000Z,1509525580982722561,"@melos_studio @kucoincom #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
29,2022-03-31T13:38:32.000Z,1509525552591482881,"@BitcoinFear #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
30,2022-03-31T13:38:24.000Z,1509525522635755523,"@KCLabsOfficial @kucoincom #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
31,2022-03-31T13:38:04.000Z,1509525438242213889,"@gate_io @cryp_tomr @Zebec_HQ #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
32,2022-03-31T13:37:08.000Z,1509525202585092097,"@jazzbeezy ever consider that YOU’RE the dick?
#Oscars2022"
33,2022-03-31T13:33:16.000Z,1509524228374429699,"Disappointed that not even a single camera was turned to Will Smith. All i saw was he laughin then he smackin.🫤😢

#WillSmith #Oscars #ChrisRock #Oscars2022"
34,2022-03-31T13:29:23.000Z,1509523250296107014,@Variety So @TheAcademy offered a formal apology to those who attended and witnessed the event. Are these the same people that gave #WillSmith a standing ovation 30min later? #Oscars2022 #ChrisRock
35,2022-03-31T13:24:02.000Z,1509521904092205056,So Will Smith did a Kanye... white ppl don't know what to do. Thx Sr. Anthony Hopkins 4 tha shout out😉😄#Oscars #Oscars2022
36,2022-03-31T13:23:25.000Z,1509521749271986182,"Didn't G.I. Jane shave her head as an empowered woman who wouldn't let even her tresses get in the way of her goals (i.e.: being the best in her field)?
#Oscars2022 #ChrisRock"
37,2022-03-31T13:21:51.000Z,1509521354986749956,"#WillSmith quotes from #DenzelWashington ""In your highest moments, be careful, that’s when the devil comes for you!”, but he either misunderstood it or stated the fact of how it got him that night. #chrisrockwillsmith #Oscars2022"
38,2022-03-31T13:17:14.000Z,1509520192262619143,@SIPHERxyz Don’t be looking at my NEKO like that again . And keep her name out your mouth = ) #sipher #Oscars2022
39,2022-03-31T13:17:00.000Z,1509520136340140033,"@SIPHERxyz “You paper hands! Bought a cosmic at 2 ETH to sell at 1 ETH! Slap you! Learn to be a diamond holder!!” 🤣

#oscars2022 #sipher"
40,2022-03-31T13:16:40.000Z,1509520050243649539,"@SIPHERxyz ""Don't FUD our Bag!"" 

#Oscars2022 #Sipher"
41,2022-03-31T13:14:29.000Z,1509519500302987268,"@TheRickWilson 

Things To Expect Soon In That
(Never-ending) Show Biz Story

Smith will deny refusing to leave --- he 
Probably snapped, “Get
Away from me! There are people here
I haven’t slapped yet!”

#Oscars2022"
42,2022-03-31T13:14:00.000Z,1509519379762802691,"@jimmykimmel 

Things To Expect Soon In That
(Never-ending) Show Biz Story

Smith will deny refusing to leave --- he 
Probably snapped, “Get
Away from me! There are people here
I haven’t slapped yet!”

#Oscars2022"
43,2022-03-31T13:13:23.000Z,1509519225194356739,"@kathygriffin 

Things To Expect Soon In That
(Never-ending) Show Biz Story

Smith will deny refusing to leave --- he 
Probably snapped, “Get
Away from me! There are people here
I haven’t slapped yet!”

#Oscars2022"
44,2022-03-31T13:12:42.000Z,1509519053332705281,"@StephenAtHome 

Things To Expect Soon In That
(Never-ending) Show Biz Story

Smith will deny refusing to leave --- he 
Probably snapped, “Get
Away from me! There are people here
I haven’t slapped yet!”

#Oscars2022"
45,2022-03-31T13:12:08.000Z,1509518911162703878,@SIPHERxyz @SIPHERxyz's been cooking one very spicy DonBur(u)i lately 👀👀👀 #Oscars2022 #Sipher
46,2022-03-31T13:11:43.000Z,1509518804736303110,"Things To Expect Soon In That
(Never-ending) Show Biz Story

Smith will deny refusing to leave --- he 
Probably snapped, “Get
Away from me! There are people here
I haven’t slapped yet!”

#Oscars2022"
47,2022-03-31T13:11:39.000Z,1509518790220001281,@SIPHERxyz Keep my jpegs out your mouth! #sipher #oscars2022
48,2022-03-31T13:09:38.000Z,1509518281731837959,"#TakeThatOscarBack let's start this.
#WillAndChris #WillSmithAssault #AcademyAwards #Oscars2022"
49,2022-03-31T13:07:33.000Z,1509517755363434496,@SIPHERxyz Will'o Smack #Oscars2022 #Sipher
50,2022-03-31T13:00:54.000Z,1509516085896306694,"@breakfasttv So, I see that Chris Rock is capitalizing on his disparaging comments about Jada's alopecia-induced hair loss at the #Oscars What's next? A book deal? What he did was wrong. Why can't he just apologize and we can all move on?
#Oscars2022"
0,2022-03-31T14:59:52.000Z,1509546022284013574,"#zoroinu
#zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
1,2022-03-31T14:59:00.000Z,1509545806294040591,@TheAcademy we all learnt from the #Oscars2022 specially Jada: if she makes fun of Will Smith she could loose more than her hair - she could loose her teeth
2,2022-03-31T14:58:55.000Z,1509545783355449346,@Kymon5 finally finished watching  @KingRichardFilm #Oscars2022 I cried sooo much:) A great story about a loving #Blackfather protecting his children  from the pressure of the world&amp; a strong #Blackwoman balancing when he should let go (@Beyonce voice) &amp; lighten up a little bit:)
3,2022-03-31T14:58:08.000Z,1509545587854696457,@AnnickAdventure @BetteMidler Will Smith is a grown man that could have settled his issues NON VIOLENTLY behind the scenes. Not at the 94th #Oscars2022 .  He was a fool.
4,2022-03-31T14:57:30.000Z,1509545425208021001,"[2/2] shaved her head and hid it by wearing a wig, then that would mean maybe she’s sensitive about her hair. But considering she’s wearing her bald head out &amp; open &amp; proudly, then why would such a silly and insignificant joke like that be such a sore spot?

@TheView  #Oscars2022"
5,2022-03-31T14:57:29.000Z,1509545423500894210,"[1/2] My opinion on Will Smith vs Chris Rock. I’m completely on Chris Rock side. Once I found out why Jada Smith shaved her head, it did give me pause and I wondered if Chris maybe went too far. But he did not. Here’s why I say so. Had Jada…

#TheOscars #Oscars2022 @TheView"
6,2022-03-31T14:57:28.000Z,1509545420346822660,🚨China is officially back on lockdown. #Lockdown Which means prices are going to skyrocket due to the fact that they are our number 1 exporter. #China #ExportacionesRD #healthydiscussions #WillSmith #ChrisRock #Oscars2022 Pay Attention.🚨
7,2022-03-31T14:57:06.000Z,1509545325861781514,"@WillSmith this is the perfect time to step away from Jada, idc what she has on U, it’s not worth it. U r headed down a road that will not end well… her career is already shambled and misery loves company. Ijs #Oscars2022 #willsmithchrisrock #TMZ #Toxic"
8,2022-03-31T14:54:35.000Z,1509544693713051661,"Will Smith shud hv actually got the Oscar for the impeccable volte-face he did on the Chris Rock pun....

#chrisrockwillsmith 
#WillSmith 
Chris Rock and Will Smith 
#Oscars2022"
9,2022-03-31T14:54:31.000Z,1509544678022172676,"@driverminnie @TheAcademy It's cuz he's blak, also, have you seen his track record of missed jokes @chrisrock #Oscars2022 @willsmith #chrisrock #chrisrockisnotfunny #chrisrockwilldoanythingforajob #pleasebanchrisrockrickygervaisfromawardsshows #oscarsareslowlydyingontheinside...."
10,2022-03-31T14:54:29.000Z,1509544669469974540,"One major reason I won’t do stand up comedy
People won’t take you serious 
Will smith was bold to smack Chris Rock cos he think he’s a weakling and a comedian and no harm is gonna come from him
I wonder if he would do same to Dwayne Johnson… Or Mike Tyson!!
#Oscars2022"
11,2022-03-31T14:51:39.000Z,1509543954206896134,"@TMZ He should Definitely be not only Banned next year but Banned Permanently...Never in the 94 years of Academy's history/existense has there been a Physical Act of Violence it's Unacceptable and now is the time to set a precedent 
Will Not Be Tolerated !!
#tmz #oscars2022 #Oscars"
12,2022-03-31T14:50:20.000Z,1509543624668848135,#Oscars2022 Amy Schumer was traumatised by a slap but wanted a boxing match with Ashley Graham! But who would win a celebrity boxing match!
13,2022-03-31T14:47:34.000Z,1509542928011735040,What was with #JadaPinkettSmith and #WillSmith at the #Oscars2022 something very fishy going on there 🤨
14,2022-03-31T14:46:00.000Z,1509542533508091905,"Hey GI Jada Jane, how do you like all the trouble you've caused for your husband? He thought the joke was funny until you rolled your eyes and gave him a ""look"". You're such a piece of crap that has nothing going on in your life so I guess you have to ruin Will's. #Oscars2022"
15,2022-03-31T14:44:43.000Z,1509542209246355457,The behaviour of #WillSmith at #Oscars2022 proved what I always suspected: Will Smith is garbage.
16,2022-03-31T14:44:26.000Z,1509542136924016647,"I find it hard to believe that the #Oscars2022 is saying that they couldn't make #WillSmith leave after the incident. Tell the truth. You allowed him to stay &amp;  now you're ""spinning it"" to avoid future backlash &amp; fix optics. You condoned &amp;  awarded when it all went down."
17,2022-03-31T14:44:16.000Z,1509542098562859010,"@thehill Does anyone have a recording of what Jada was doing while Will attacked Rock then sat down and yelled profanities? I'd love to see what she did, since ""it was done for her"". #Oscars2022 #WillAndChris"
18,2022-03-31T14:42:45.000Z,1509541715656515584,"@McKenzieCrysta2 @jadapsmith It may be too late to save Will, he will always be remembered as the person at the Oscars that slapped Chris Rock and then also said unkind words to get bleeped out! Actions have consequences! #BoycottWillSmithMovies #boycottJadaPSmith #Violence #Oscars2022"
19,2022-03-31T14:41:26.000Z,1509541383048241156,"Good morning y’all .. 

Black men didn’t storm the Capitol trying to overthrow the govt and didn’t try to kidnap the governor of Michigan. 

Is that a reflection of all white people? #Oscars2022"
20,2022-03-31T14:40:27.000Z,1509541137706483716,"If I have to pick to who is my favorite #actor between #willsmith &amp; #ChrisRock, I would chose Chris. Even before the slap, I like Chris in his #movies. 

#Oscars2022 #WillSmithAssault #Oscars"
21,2022-03-31T14:40:16.000Z,1509541089128112138,"Let's not forget about #QueenB @Beyonce 's #Oscars2022 performace with #PrincessBlueIvy 👑 Incredible, phenomenal, legendary, beautiful, inspirational 🤍🤍"
22,2022-03-31T14:40:05.000Z,1509541044395941890,#Oscars2022 #Oscars Chris and Will #WillSmith #ChrisRock  #Comedy #mentalhealth #fight #slap #drama #trauma #anger #reactions
23,2022-03-31T14:39:48.000Z,1509540972954275847,"Are we boycotting Will Smith because I'm here for it

#ChrisRock 
#WillSmith 
#Oscars2022 
#community"
24,2022-03-31T14:38:48.000Z,1509540722902544396,"I've only 1 thing to say about the #Oscars2022 #GIJane ... if #alopecia is a #disability, because that's what ""they"" said, run me my check. #ADA #AmericanDisabilityAssociation #baldysbreakdowns #hairloss #PayMeMAN"
25,2022-03-31T14:38:17.000Z,1509540591163654145,People really scare you with the sh*t they co-sign. Whether because of popularity or for clout. What a circus. #IStandWithChrisRock #Oscars2022
26,2022-03-31T14:37:46.000Z,1509540461542793221,"Was #KingRichard a masterclass in lead role acting by Will Smith ..?
#Oscars2022 #ChrisRock 
#WillSmith #To #AcademyAwards2022"
27,2022-03-31T14:37:33.000Z,1509540408703000576,I’m so tired of everybody saying this slap overshadowed the night when they can stop talking about it and talk about literally anything else that happened that night. #Oscars2022
28,2022-03-31T14:37:18.000Z,1509540341686415365,Y’all Criticizing Will for defending his woman but y’all got friends that won’t even speak in your defense 🤔#TeamWillSmith #OnePlus10Pro #Oscars2022 #IStandWithChrisRock
29,2022-03-31T14:35:20.000Z,1509539846871781376,You guys that are trying to turn what happened at the Oscars between two black men into a race situation by talking shit about white people. What Will did on live tv to Chris was assault plain and simple. You're trying to use the race card to save him. You Idiots! #Oscars2022
30,2022-03-31T14:34:11.000Z,1509539559385833481,"@breakfasttv Allowing him to remain was a HUGE error in judgement 
Once asked to leave &amp; he refused he should have been escorted out by LAPD or Security.
Rock was wrong, he can’t be arrested for what he said
Smith was also wrong, but could have been arrested for what he did
#Oscars2022"
31,2022-03-31T14:34:00.000Z,1509539514041225222,"@nypost That’s because maybe in Hollywood like in the most disgraceful organizations, pride and vulgarity plays a roll showing off power even if that means to go that low. #JadaPinkettSmith #JadaPinkett #JadaSmith #Oscars2022"
32,2022-03-31T14:33:57.000Z,1509539500711677960,"#Oscars #Oscars2022  summary:
It was just an entanglement."
33,2022-03-31T14:33:30.000Z,1509539385737416712,It’s refreshing how many have called out the assault but also disheartening how many people excused and celebrated it. Like that wasn’t the 1 of the greatest sucker punches of the year.Embarrassing. &amp; none of that was really about Chris or a joke #IStandWithChrisRock #Oscars2022
34,2022-03-31T14:33:28.000Z,1509539377642360836,It’s rare that I agree with Dr. Umar. But his thoughts on the Will Smith &amp; Chris Rock situation are 100% correct. Go watch the video if you haven’t. #chrisrockwillsmith #Oscars2022
35,2022-03-31T14:32:59.000Z,1509539257257451521,"Smith is not a good artist. His acting is crap and his music is some of the worst ever produced. What's worse, his mediocrity &amp; insecurity spreads throughout our culture and often leads up to Cro-Magnon behavior as seen at #Oscars2022.

@ChrisRock on the other hand is THE MAN."
36,2022-03-31T14:32:59.000Z,1509539256103944193,@SIPHERxyz I-Nu Chris Rock's face was about to get BURUdozed the moment he made that joke!🤣 #Oscars2022 #Sipher
37,2022-03-31T14:32:51.000Z,1509539224491642882,"Now that’s not to say #chrisrock wasn’t wrong for the joke. He was, however; #WillSmith took #ChrisRock opportunity to acknowledge and apologize when he slapped him on global television. #JadaPinkettSmith #WillSmith #ChrisRock #chrisrockwillsmith #Oscars2022"
38,2022-03-31T14:31:50.000Z,1509538967661731843,"I feel like comedy is so awkward now, no one’s tryna get slapped. #Oscars2022 #WillAndChris"
39,2022-03-31T14:30:44.000Z,1509538693081616388,Ion think #ChrisRock owes #jada or #WillSmith an apology at this point. #WillSmith took that apology when he slapped the shit outta #rock on global television! #chrisrockwillsmith #Oscars2022
40,2022-03-31T14:30:26.000Z,1509538616627933187,"It's interesting how quickly the rhetoric around Will Smith changed from quintessential Hollywood nice guy to deranged man who needs to be locked up for public safety. It's enough to give you whiplash. 
#Oscars2022 #TheSlapHeardAroundTheWorld #WilllSmith #prnightmare"
41,2022-03-31T14:27:52.000Z,1509537971581726720,I just hope my mama would slap the class back into me the day I let a man “defend” me from a basic joke. Only the real ones know how cowardly and classless that was. And accountable people don’t celebrate themselves and issue fake apologies #IStandWithChrisRock #Oscars2022
42,2022-03-31T14:27:26.000Z,1509537861456076803,@georgehahn Nope. Because now he is claiming he needs therapy. #Oscars2022 #BoycottWillSmithMovies
43,2022-03-31T14:27:19.000Z,1509537833152925701,"@zoroinuturkiye @KuCoinTurkey @ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
44,2022-03-31T14:27:11.000Z,1509537799107719171,"@KuCoinTurkey #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
45,2022-03-31T14:27:04.000Z,1509537769965694982,"@kucoincom @geojamofficial #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
46,2022-03-31T14:27:00.000Z,1509537751024078853,#WillSmith #Oscars2022 Do y'all think this was just a stunt so everyone forgets Will Smith was on the Epstein flight logs? #EpsteinIsland
47,2022-03-31T14:26:58.000Z,1509537742719528969,"Mind boggling to see people justify Will Smith’s act. A grown man couldn’t keep his composure, embarrassed himself as a member of his profession, and decided on the day of his historical achievement to create a hysteria. Make it make sense? #embarrassing #WillSmith #Oscars2022"
48,2022-03-31T14:26:53.000Z,1509537723991920644,"@kucoincom @launchblockcom @Mattlucz #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
49,2022-03-31T14:26:47.000Z,1509537696896753671,"@McRoryBright #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
50,2022-03-31T14:26:41.000Z,1509537673362481156,"@HuobiFutures_ #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
51,2022-03-31T14:26:32.000Z,1509537634980442118,"@zoroinuturkiye @binance @ToniKroos @realmadrid @ZoroToken #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
52,2022-03-31T14:26:22.000Z,1509537593712689161,"I know I’m late to the game but…
Toxic masculinity ruins the party again. #WillSmith #Oscars2022 #myfavoritemurder #mfm"
53,2022-03-31T14:26:22.000Z,1509537591930064909,"@binance @ToniKroos @realmadrid #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀"
54,2022-03-31T14:26:02.000Z,1509537509767847936,@SophiaBush Will should have never crossed that boundary between verbal and physical. We do have some liberties that are guaranteed and free speech is one of them. See how you are enjoying the right to publish this tweet? Much like that. #Oscars2022
55,2022-03-31T14:25:07.000Z,1509537277269184522,"#Oscars #Oscars2022 At the Oscars, sexism  is rewarded, in no case have they asked humorist Chris Rock to apologize for his macho and intolerant humor. What a culture they represent."
56,2022-03-31T14:23:06.000Z,1509536768181346304,@nytimes It's done already! War over? COVID? Gas Prices? Insurrection? #seethefaces #KarenMasterClass #StupidSOB #Oscars2022 #ChrisRock #ChrisRockRocks #WillSmith #QL #TBT
57,2022-03-31T14:19:27.000Z,1509535849809076228,"@joshgad you mean #Alopecia diagnosis? That was too easy....which is a sign of weakness apparently in the online community....but not a beergut nor a mug for the ages...I don't know how you survive in the Hollywood bubble
@jadapsmith
@willsmith
 
@chrisrock
 #Oscars2022 #BruceWillis"
58,2022-03-31T14:18:38.000Z,1509535644309020672,"Re: #Oscars2022  #WillSmith 
As punishment,  @TheAcademy should make will smith have to host the next two awards ceremonies.   #thanklessjob  #jobnoonewants"
59,2022-03-31T14:17:12.000Z,1509535286573019139,"for those who are saying that 'the slap' was the craziest thing to happen in an award function, I would gently like to remind them ki Indians ne IIFA pe Kevin Spacey ko LUNGI pehenwa ke 'Lungi Dance' pe nachwaya hai
@sapanv @SahilBulla 
#slap #Oscars2022"
60,2022-03-31T14:15:58.000Z,1509534973736456195,"@zoroinuturkiye @ZoroToken @HuobiGlobal @kucoincom @okx @binance #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
61,2022-03-31T14:15:06.000Z,1509534755871678469,"@ZoroTokenBurn #zoroinu  
💯 X coming
BUY now
#Binance  #Kucoin  #Huobi  #OKX #ElonMusk #RussianUkrainianWar  #Oscars2022 
BUY NOW
BUY NOW
BUY now
🚀🚀🚀🚀🚀🚀🚀🚀🚀
             🇹🇷"
62,2022-03-31T14:06:22.000Z,1509532559243243528,@RSVPMagazine THE TRUTH IS OUT... for the movie Concussion #WillSmith deliberately got a concussion to play the role on point... well it acted up at @TheAcademy #Oscars2022 and he didn't see #ChrisRock he saw #AugustAlsina so THERE you have it!
63,2022-03-31T14:06:15.000Z,1509532531682684934,@perlmutations it would be nice if u read the bill! Doesn’t not ban the word gay!!! @amyschumer #Oscars2022 #morons
64,2022-03-31T14:04:22.000Z,1509532056149106696,The way they ruined “we don’t talk about Bruno” in the #Oscars2022  don’t sit right with me. #WeDontTalkAboutBruno
65,2022-03-31T14:03:22.000Z,1509531805506207752,@SIPHERxyz Cryposcars #Sipher #Oscars2022
0,2022-03-31T15:58:55.000Z,1509560882573021191,@SIPHERxyz My crypto investments after Elon tweets about them. #Oscars2022 #Sipher
1,2022-03-31T15:58:50.000Z,1509560864168239106,"One of the things that keeps coming up is that #WillSmith is so much bigger than #ChrisRock, and Will was the ""big, tough, bully"". If it was Kevin Hart slapping Chris would it have been acceptable? #Oscars2022"
2,2022-03-31T15:58:09.000Z,1509560690809483269,Comedian #WandaSykes @iamwandasykes at #Oscars2022 speaks out against Smith for assaulting @chrisrock she is still triggered &amp; traumatized it was disturbing &amp; she can’t believe Smith could still be allowed to enjoy the night! Saying it sends the wrong! All comedians turn on Smith
3,2022-03-31T15:57:23.000Z,1509560495879049218,"#WillSmith, #Oscars2022 

Indignance,! Pure indignance and total disregard for everyone around him!  Entitled. Selfish and arrogant. #WillSmith is #Indignant!"
